10, 1359.755993, 0.0, 1848936.36049942, 52, 0.00208, 
36, 1374.352821, 0.0, 1888845.67659066, 48, 0.00192, 
7, 1392.752177, 0.0, 1939758.62653824, 46, 0.00184, 
33, 1376.890814, 0.0, 1895828.31367758, 52, 0.00208, 
4, 1387.410809, 0.0, 1924908.75293003, 52, 0.00208, 
30, 1380.313283, 0.0, 1905264.75922624, 48, 0.00192, 
1, 1390.663292, 0.0, 1933944.39171628, 42, 0.00168, 
27, 1379.282854, 0.0, 1902421.19133838, 43, 0.00172, 
24, 1372.667466, 0.0, 1884215.97221486, 60, 0.0024, 
21, 1375.690121, 0.0, 1892523.30901699, 31, 0.00124, 
18, 1381.939334, 0.0, 1909756.32285637, 50, 0.002, 
15, 1371.62494, 0.0, 1881354.97603, 44, 0.00176, 
11, 1502.968414, 0.0, 2258914.05348167, 41, 0.00164, 
37, 1368.727704, 0.0, 1873415.52769711, 43, 0.00172, 
8, 1376.78889, 0.0, 1895547.64762743, 63, 0.00252, 
34, 1365.237704, 0.0, 1863873.98842319, 42, 0.00168, 
5, 1412.976174, 0.0, 1996501.66829168, 57, 0.00228, 
31, 1382.530107, 0.0, 1911389.49676144, 41, 0.00164, 
2, 1392.472454, 0.0, 1938979.53514878, 50, 0.002, 
28, 1368.155429, 0.0, 1871849.27790217, 53, 0.00212, 
25, 1367.891997, 0.0, 1871128.51545664, 46, 0.00184, 
22, 1381.538405, 0.0, 1908648.36448994, 65, 0.0026, 
19, 1377.572391, 0.0, 1897705.69244546, 49, 0.00196, 
16, 1389.823884, 0.0, 1931610.42853685, 43, 0.00172, 
13, 1379.798432, 0.0, 1903843.71294967, 55, 0.0022, 
39, 1387.984949, 0.0, 1926502.21865053, 49, 0.00196, 
12, 1378.654754, 0.0, 1900688.93072681, 62, 0.00248, 
38, 1393.331435, 0.0, 1941372.48775916, 60, 0.0024, 
9, 1383.621942, 0.0, 1914409.67838385, 52, 0.00208, 
35, 1492.865372, 0.0, 2228647.0189167, 51, 0.00204, 
6, 1383.909676, 0.0, 1915205.99132643, 39, 0.00156, 
32, 1378.387602, 0.0, 1899952.38134732, 40, 0.0016, 
3, 1380.193384, 0.0, 1904933.77723737, 53, 0.00212, 
29, 1375.194965, 0.0, 1891161.19176136, 48, 0.00192, 
0, 1370.27285, 0.0, 1877647.68344713, 32, 0.00128, 
26, 1380.760415, 0.0, 1906499.32363096, 48, 0.00192, 
23, 1372.17867, 0.0, 1882874.30240297, 54, 0.00216, 
20, 1382.236345, 0.0, 1910577.31343895, 51, 0.00204, 
17, 1386.705148, 0.0, 1922951.1674897, 54, 0.00216, 
14, 1374.364169, 0.0, 1888876.86903106, 53, 0.00212, 
40, 1382.603949, 0.0, 1911593.67979041, 50, 0.002, 
