0, 1.65, 0.15, 3.3691662, 0.0550672573872928, 56.7715664302929, 1382, 2.6689298, 0.0468756852511027, 35.626918035979, 1382, 69, 1.42857142857143, 1.57142857142857, 5.47142857142857, 
0, 1.96, 0.1, 3.4460916, 0.00969484928409556, 59.3782065284659, 1382, 2.717288, 0.00772719457494745, 36.9185689224001, 1382, 209, 1.51428571428571, 1.49047619047619, 5.09523809523809, 
0, 4.0, 0.0, 3.5467582, 0.00665457365725538, 62.8976900630891, 1382, 2.5756238, 0.00335326899604764, 33.1692460176971, 1382, 25000, 1.53229734431172, 1.47790792067726, 5.13452394758205, 
40, 1.65, 0.15, 2.622257, 0.00662183563662939, 34.381378113781, 6, 1.895642, 0.00318581248669245, 17.9673437078261, 6, 509, 0.356862745098039, 0.280392156862745, 8.01176470588235, 
40, 1.96, 0.1, 2.73080519999999, 0.00184953176769713, 37.2865023055738, 6, 1.90290819999999, 0.00332116217011023, 18.1053532387268, 6, 1439, 0.330555555555556, 0.280555555555556, 8.10625, 
40, 4.0, 0.0, 7.5755732, 0.0171919075776485, 286.948024351222, 6, 1.7355174, 0.00292075624444127, 15.060145882599, 6, 25000, 0.31328, 0.26636, 8.18672, 
39, 1.65, 0.15, 2.64545940000002, 0.00257195805561396, 34.9923102600834, 12, 1.9230104, 0.00342680157585375, 18.4899037073861, 12, 499, 0.31, 0.282, 8.306, 
39, 1.96, 0.1, 2.77312340000001, 0.00499269028066833, 38.4511915929192, 12, 1.92059200000001, 0.00403384124632971, 18.4434495116962, 12, 1609, 0.32360248447205, 0.264596273291925, 8.22298136645963, 
39, 4.0, 0.0, 7.65814819999999, 0.02423029193699, 293.239104801053, 12, 1.76486679999999, 0.00512025664981448, 15.5739051938519, 12, 25000, 0.30992, 0.2754, 8.17692, 
38, 1.65, 0.15, 2.65505800000001, 0.00439284122171149, 35.2467614020902, 7, 1.93009640000001, 0.00825917256384738, 18.6267016361223, 7, 509, 0.313725490196078, 0.245098039215686, 8.35098039215686, 
38, 1.96, 0.1, 2.77491539999999, 0.00475255268678833, 38.5008903195706, 7, 1.92333979999999, 0.00484790938030286, 18.4962974424467, 7, 1579, 0.30379746835443, 0.262025316455696, 8.20949367088608, 
38, 4.0, 0.0, 7.65817960000001, 0.0192484616381148, 293.240426445658, 7, 1.75819939999999, 0.00348070921510824, 15.4563862274848, 7, 25000, 0.31548, 0.27236, 8.1742, 
37, 1.65, 0.15, 2.6495814, 0.00306513488114492, 35.101454951389, 6, 1.9309078, 0.00495670601904792, 18.642147505177, 6, 459, 0.330434782608696, 0.282608695652174, 8.13478260869565, 
37, 1.96, 0.1, 2.7762592, 0.00326433352444266, 38.5381290072901, 6, 1.93372000000001, 0.0038893788192834, 18.6964408283381, 6, 1529, 0.322222222222222, 0.276470588235294, 8.0843137254902, 
37, 4.0, 0.0, 7.6021758, 0.0113095913170796, 288.966024004807, 6, 1.76160900000003, 0.00627767877490764, 15.5165283906596, 6, 25000, 0.31704, 0.27012, 8.1514, 
36, 1.65, 0.15, 2.64163699999999, 0.00381179385596221, 34.8913028477068, 4, 1.92160799999999, 0.0060149564919063, 18.4630674268278, 4, 479, 0.302083333333333, 0.26875, 8.18958333333333, 
36, 1.96, 0.1, 2.74534739999997, 0.00296638383206023, 37.6847057305981, 4, 1.92321099999999, 0.00163235645613902, 18.4937160755428, 4, 1409, 0.314184397163121, 0.287943262411348, 8.15106382978723, 
36, 4.0, 0.0, 7.5101422, 0.0239283693920601, 282.014042155413, 4, 1.75134880000003, 0.00181921284088189, 15.3361296439845, 4, 25000, 0.31844, 0.26932, 8.1712, 
35, 1.65, 0.15, 2.68282260000003, 0.00857842336566673, 35.9880534620918, 5, 1.9565186, 0.00468194381009603, 19.1399347637191, 5, 539, 0.281481481481481, 0.281481481481481, 8.35925925925926, 
35, 1.96, 0.1, 2.81507980000001, 0.00726483148867726, 39.6236352907233, 5, 1.96256759999997, 0.00609773471388515, 19.2585438346913, 5, 1659, 0.298192771084337, 0.283132530120482, 8.3078313253012, 
