7/7/2011,13:34:55,1,100,2,0,41,30,2,2,41,30,3,9,0,22,9,4,50,0,36,24
7/7/2011,13:34:59,1,100,2,0,41,30,2,2,41,29,3,4,0,24,16,4,51,0,36,24
7/7/2011,13:35:02,1,100,2,0,41,30,2,2,41,30,3,7,0,27,18,4,51,0,36,24
7/7/2011,13:35:05,1,100,2,0,41,30,2,2,41,30,3,9,0,34,24,4,51,0,36,24
7/7/2011,13:35:09,1,100,2,0,41,30,2,2,41,29,3,11,0,49,35,4,51,0,36,24
7/7/2011,13:41:27,1,101,2,0,41,30,2,2,41,30,3,1,0,33,22,4,49,0,37,24
7/7/2011,13:41:31,1,100,2,0,41,30,2,2,41,29,3,29,0,44,29,4,50,0,36,24
7/7/2011,13:41:34,1,101,2,0,41,30,2,2,41,30,3,17,0,35,25,4,51,0,36,24
7/7/2011,13:41:41,1,101,2,0,41,30,2,2,41,29,3,10,0,35,25,4,51,0,35,24
7/7/2011,13:41:44,1,101,2,0,42,31,2,2,41,30,3,21,0,21,11,4,51,0,35,24
7/7/2011,13:41:48,1,101,2,0,42,31,2,2,41,30,3,2,0,24,12,4,51,0,35,25
7/7/2011,13:41:51,1,101,2,0,41,31,2,2,41,30,3,9,0,37,27,4,51,0,35,25
7/7/2011,13:41:58,1,101,2,0,42,31,2,2,41,30,3,11,0,42,30,4,51,0,35,25
7/7/2011,13:42:01,1,101,2,0,42,31,2,2,41,30,3,24,0,39,26,4,51,0,35,25
7/7/2011,13:42:08,1,103,2,0,42,31,2,2,42,30,3,20,0,55,38,4,51,0,35,25
7/7/2011,13:42:14,1,102,2,0,42,31,2,2,42,30,3,20,0,51,36,4,51,0,34,25
7/7/2011,13:42:18,1,102,2,0,42,31,2,2,42,30,3,23,0,51,37,4,51,0,35,25
7/7/2011,13:42:25,1,102,2,0,42,31,2,2,42,30,3,24,0,53,38,4,51,0,35,25
7/7/2011,13:42:28,1,103,2,0,42,31,2,2,42,30,3,20,0,40,26,4,51,0,34,25
7/7/2011,13:53:23,1,99,2,0,42,30,2,2,41,29,3,21,0,18,14,4,49,0,37,25
7/7/2011,13:53:26,1,100,2,0,42,30,2,2,41,29,3,30,0,50,34,4,51,0,36,24
7/7/2011,13:53:30,1,101,2,0,42,31,2,2,42,30,3,52,0,42,30,4,51,0,35,25
7/7/2011,13:53:33,1,101,2,0,42,31,2,2,41,30,3,43,0,39,27,4,51,0,35,25
7/7/2011,13:53:40,1,101,2,0,42,31,2,2,42,30,3,46,0,27,20,4,51,0,35,25
7/7/2011,13:53:47,1,101,2,0,42,31,2,2,41,30,3,47,0,63,45,4,51,0,35,25
7/7/2011,13:53:50,1,101,2,0,42,31,2,2,41,30,3,51,0,63,45,4,51,0,34,25
7/7/2011,13:53:57,1,102,2,0,42,31,2,2,42,30,3,38,0,24,14,4,51,0,35,25
7/7/2011,13:54:00,1,102,2,0,42,31,2,2,42,30,3,31,0,27,19,4,51,0,34,25
7/7/2011,13:54:03,1,101,2,0,42,31,2,2,42,30,3,38,0,55,39,4,51,0,35,25
7/7/2011,13:54:07,1,101,2,0,42,31,2,2,41,30,3,53,0,36,25,4,51,0,34,25
7/7/2011,13:54:10,1,101,2,0,42,31,2,2,41,30,3,34,0,23,18,4,51,0,34,25
7/7/2011,13:54:13,1,102,2,0,42,31,2,2,42,30,3,38,0,27,18,4,51,0,34,25
7/7/2011,13:54:17,1,102,2,0,42,31,2,2,41,30,3,35,0,24,17,4,51,0,34,25
7/7/2011,13:54:20,1,102,2,0,42,31,2,2,41,30,3,36,0,41,28,4,51,0,34,25
7/7/2011,13:54:24,1,102,2,0,43,31,2,2,42,30,3,43,0,45,30,4,51,0,34,25
7/7/2011,13:54:30,1,102,2,0,42,31,2,2,41,30,3,43,0,51,37,4,50,0,35,25
7/7/2011,13:54:33,1,102,2,0,42,31,2,2,42,30,3,46,0,37,25,4,51,0,34,25
7/7/2011,13:54:37,1,103,2,0,42,31,2,2,42,30,3,35,0,52,36,4,51,0,34,25
7/7/2011,13:54:40,1,102,2,0,42,31,2,2,42,30,3,53,0,46,33,4,51,0,34,25
7/7/2011,13:54:44,1,103,2,0,42,31,2,2,42,30,3,44,0,44,31,4,51,0,34,25
7/7/2011,13:54:47,1,103,2,0,42,31,2,2,42,30,3,43,0,69,48,4,51,0,34,25
7/7/2011,13:54:54,1,103,2,0,42,31,2,2,42,30,3,42,0,34,24,4,51,0,34,25
7/7/2011,13:54:57,1,104,2,0,43,32,2,2,42,31,3,41,0,40,29,4,51,0,34,26
7/7/2011,13:55:04,1,103,2,0,42,31,2,2,42,30,3,48,0,48,30,4,51,0,34,26
7/7/2011,13:59:08,1,99,2,0,42,30,2,2,42,29,3,20,0,25,17,4,49,0,37,25
7/7/2011,13:59:11,1,100,2,0,42,30,2,2,42,29,3,34,0,24,13,4,51,0,36,25
7/7/2011,13:59:15,1,103,2,0,43,31,2,2,42,30,3,22,0,36,25,4,51,0,35,25
7/7/2011,13:59:21,1,102,2,0,43,31,2,2,42,30,3,40,0,28,18,4,51,0,35,25
7/7/2011,13:59:28,1,102,2,0,42,31,2,2,42,30,3,56,0,43,29,4,51,0,34,25
7/7/2011,13:59:31,1,102,2,0,42,31,2,2,42,30,3,32,0,22,13,4,51,0,35,25
7/7/2011,13:59:35,1,103,2,0,42,31,2,2,42,30,3,35,0,29,19,4,51,0,34,25
7/7/2011,13:59:38,1,102,2,0,42,31,2,2,42,30,3,35,0,18,13,4,51,0,34,25
7/7/2011,13:59:41,1,102,2,0,42,31,2,2,42,30,3,36,0,22,13,4,51,0,35,25
7/7/2011,13:59:45,1,103,2,0,42,31,2,2,42,30,3,31,0,33,23,4,51,0,34,25
7/7/2011,13:59:48,1,102,2,0,42,31,2,2,42,30,3,38,0,27,19,4,51,0,34,25
7/7/2011,13:59:51,1,102,2,0,42,31,2,2,42,30,3,36,0,38,25,4,51,0,34,25
7/7/2011,13:59:55,1,103,2,0,43,31,2,2,42,30,3,38,0,49,34,4,51,0,34,25
7/7/2011,14:00:01,1,103,2,0,42,31,2,2,42,30,3,44,0,23,11,4,51,0,34,25
7/7/2011,14:00:08,1,103,2,0,43,32,2,2,42,31,3,43,0,51,37,4,51,0,34,25
7/7/2011,14:00:11,1,103,2,0,42,31,2,2,42,30,3,41,0,31,20,4,51,0,34,25
7/7/2011,14:00:15,1,103,2,0,43,31,2,2,42,30,3,33,0,19,14,4,51,0,34,25
7/7/2011,14:00:18,1,103,2,0,42,31,2,2,42,30,3,34,0,42,30,4,51,0,34,25
7/7/2011,14:00:21,1,103,2,0,42,31,2,2,42,31,3,41,0,33,23,4,51,0,34,26
7/7/2011,14:00:25,1,103,2,0,43,31,2,2,42,30,3,38,0,31,22,4,51,0,34,26
7/7/2011,14:00:28,1,104,2,0,42,31,2,2,42,30,3,35,0,45,32,4,51,0,34,25
7/7/2011,14:00:31,1,103,2,0,42,31,2,2,42,30,3,47,0,22,15,4,51,0,34,25
7/7/2011,14:00:35,1,103,2,0,42,31,2,2,42,30,3,29,0,32,21,4,51,0,34,25
7/7/2011,14:00:42,1,104,2,0,43,31,2,2,42,30,3,45,0,42,28,4,51,0,34,26
7/7/2011,14:00:45,1,104,2,0,42,32,2,2,42,31,3,38,0,31,8,4,51,0,34,26
7/7/2011,14:04:52,1,102,2,0,42,31,2,2,42,30,3,12,0,33,22,4,49,0,36,26
7/7/2011,14:04:56,1,103,2,0,42,31,2,2,42,30,3,22,0,38,25,4,50,0,34,25
7/7/2011,14:04:59,1,103,2,0,43,31,2,2,42,30,3,25,0,38,26,4,51,0,34,25
7/7/2011,14:05:03,1,102,2,0,42,31,2,2,42,30,3,21,0,31,20,4,51,0,34,26
7/7/2011,14:05:06,1,103,2,0,43,31,2,2,42,30,3,21,0,31,21,4,50,0,35,25
7/7/2011,14:05:09,1,103,2,0,43,31,2,2,42,30,3,23,0,26,19,4,51,0,34,26
7/7/2011,14:05:13,1,103,2,0,42,31,2,2,42,30,3,21,0,25,15,4,51,0,34,25
7/7/2011,14:05:16,1,103,2,0,42,31,2,2,42,30,3,17,0,43,29,4,51,0,34,25
7/7/2011,14:05:19,1,103,2,0,43,31,2,2,42,30,3,30,0,58,40,4,51,0,34,25
7/7/2011,14:05:23,1,103,2,0,42,31,2,2,42,30,3,32,0,39,25,4,51,0,34,25
7/7/2011,14:05:26,1,103,2,0,42,31,2,2,42,30,3,22,0,22,14,4,51,0,34,25
7/7/2011,14:05:29,1,103,2,0,43,31,2,2,42,30,3,24,0,19,12,4,51,0,34,26
7/7/2011,14:05:33,1,103,2,0,42,31,2,2,42,30,3,19,0,39,27,4,51,0,34,26
7/7/2011,14:05:36,1,103,2,0,42,31,2,2,42,30,3,26,0,27,17,4,51,0,34,25
7/7/2011,14:05:39,1,103,2,0,43,31,2,2,42,30,3,21,0,44,29,4,50,0,35,25
7/7/2011,14:05:43,1,103,2,0,43,31,2,2,42,30,3,28,0,40,28,4,51,0,34,25
7/7/2011,14:05:46,1,103,2,0,43,31,2,2,42,30,3,27,0,41,27,4,51,0,34,26
7/7/2011,14:05:49,1,103,2,0,42,31,2,2,42,30,3,30,0,43,31,4,51,0,34,25
7/7/2011,14:05:53,1,103,2,0,43,31,2,2,42,30,3,29,0,56,38,4,51,0,34,26
7/7/2011,14:05:56,1,103,2,0,43,31,2,2,42,30,3,34,0,36,26,4,51,0,34,26
7/7/2011,14:05:59,1,103,2,0,42,31,2,2,42,30,3,28,0,25,16,4,51,0,34,25
7/7/2011,14:06:03,1,103,2,0,43,31,2,2,42,30,3,17,0,34,23,4,51,0,34,25
7/7/2011,14:06:06,1,104,2,0,42,31,2,2,42,31,3,28,0,36,24,4,51,0,34,26
7/7/2011,14:06:13,1,104,2,0,43,31,2,2,42,30,3,26,0,40,26,4,51,0,34,26
7/7/2011,14:06:16,1,104,2,0,43,32,2,2,42,31,3,24,0,31,18,4,51,0,34,26
7/7/2011,14:06:20,1,104,2,0,43,31,2,2,42,30,3,20,0,34,24,4,51,0,34,26
7/7/2011,14:06:23,1,104,2,0,42,32,2,2,42,31,3,24,0,32,22,4,51,0,34,26
7/7/2011,14:06:26,1,104,2,0,43,32,2,2,43,31,3,28,0,26,18,4,51,0,34,26
7/7/2011,14:06:30,1,105,2,0,43,32,2,2,43,31,3,19,0,43,28,4,51,0,34,26
7/7/2011,14:06:33,1,105,2,0,43,32,2,2,43,31,3,32,0,40,27,4,51,0,34,26
7/7/2011,14:10:37,1,103,2,0,43,31,2,2,42,30,3,24,0,33,23,4,49,0,36,26
7/7/2011,14:10:41,1,103,2,0,43,31,2,2,42,30,3,39,0,30,21,4,51,0,34,26
7/7/2011,14:10:44,1,103,2,0,43,31,2,2,42,30,3,32,0,28,17,4,51,0,34,26
7/7/2011,14:10:47,1,103,2,0,43,31,2,2,42,30,3,36,0,27,16,4,51,0,34,26
7/7/2011,14:10:51,1,102,2,0,43,31,2,2,42,30,3,27,0,27,18,4,51,0,34,26
7/7/2011,14:10:54,1,103,2,0,42,31,2,2,42,30,3,35,0,15,9,4,51,0,34,26
7/7/2011,14:10:57,1,103,2,0,43,31,2,2,42,30,3,28,0,25,16,4,51,0,34,26
7/7/2011,14:11:01,1,102,2,0,42,31,2,2,42,30,3,30,0,17,7,4,51,0,34,26
7/7/2011,14:11:04,1,103,2,0,43,31,2,2,42,30,3,28,0,26,18,4,51,0,34,26
7/7/2011,14:11:07,1,103,2,0,43,31,2,2,42,30,3,34,0,25,14,4,51,0,34,26
7/7/2011,14:11:11,1,103,2,0,42,31,2,2,42,30,3,27,0,42,13,4,50,0,35,26
7/7/2011,14:11:14,1,102,2,0,42,31,2,2,42,30,3,16,0,28,6,4,51,0,34,26
7/7/2011,14:11:17,1,103,2,0,43,31,2,2,42,30,3,19,0,35,9,4,51,0,34,26
7/7/2011,14:11:21,1,102,2,0,42,31,2,2,42,30,3,15,0,22,7,4,51,0,34,26
7/7/2011,14:11:24,1,103,2,0,43,31,2,2,42,30,3,25,0,18,11,4,51,0,34,26
7/7/2011,14:11:31,1,103,2,0,43,31,2,2,42,30,3,40,0,32,22,4,51,0,34,26
7/7/2011,14:11:34,1,103,2,0,43,31,2,2,42,30,3,30,0,41,29,4,51,0,34,26
7/7/2011,14:11:38,1,103,2,0,42,31,2,2,42,30,3,42,0,23,16,4,51,0,34,26
7/7/2011,14:11:41,1,103,2,0,42,31,2,2,42,30,3,28,0,13,7,4,51,0,34,26
7/7/2011,14:11:44,1,103,2,0,42,31,2,2,42,30,3,29,0,31,20,4,51,0,34,26
7/7/2011,14:11:48,1,103,2,0,42,31,2,2,42,30,3,36,0,25,15,4,51,0,34,26
7/7/2011,14:11:51,1,104,2,0,43,31,2,2,42,30,3,33,0,49,36,4,51,0,34,26
7/7/2011,14:11:55,1,104,2,0,43,31,2,2,42,30,3,40,0,43,30,4,51,0,34,26
7/7/2011,14:12:01,1,104,2,0,42,31,2,2,42,30,3,32,0,25,7,4,51,0,34,26
7/7/2011,14:12:05,1,104,2,0,42,31,2,2,42,30,3,23,0,35,22,4,51,0,34,26
7/7/2011,14:12:08,1,103,2,0,42,31,2,2,42,30,3,37,0,43,29,4,51,0,34,26
7/7/2011,14:12:11,1,104,2,0,43,32,2,2,42,31,3,36,0,45,32,4,51,0,34,26
7/7/2011,14:12:15,1,104,2,0,43,32,2,2,43,31,3,35,0,47,31,4,51,0,34,26
7/7/2011,14:12:18,1,105,2,0,43,32,2,2,43,31,3,39,0,66,48,4,51,0,34,26
7/7/2011,14:16:22,1,102,2,0,42,31,2,2,42,30,3,25,0,17,9,4,49,0,36,26
7/7/2011,14:16:26,1,103,2,0,43,31,2,2,42,30,3,27,0,25,15,4,51,0,35,26
